,Date,HomeTeam,HomeScore,AwayTeam,AwayScore,HomeScoreAverage,HomeDefenseAverage,AwayScoreAverage,AwayDefenseAverage,Result
12733,2017-11-24,UC Santa Barbara,69,Prairie View A&M,66,78.0,68.33333333333333,64.5,87.5,3
12734,2017-11-24,Rider,94,Hampton,80,91.0,69.33333333333333,70.66666666666667,82.33333333333333,14
12735,2017-11-24,Florida,111,Gonzaga,105,101.25,77.5,105.0,111.0,6
12736,2017-11-24,Texas State,62,Canisius,68,71.5,64.75,68.5,73.75,-6
12737,2017-11-25,Cal State Bakersfield,72,Central Michigan,75,74.66666666666667,67.66666666666667,70.33333333333333,68.0,-3
12738,2017-11-25,Jackson State,75,Nebraska-Omaha,73,75.0,73.0,74.6,90.0,2
12739,2017-11-25,Tulsa,92,Central Arkansas,72,79.0,76.2,78.0,92.25,20
12740,2017-11-25,Utah State,77,New Hampshire,63,78.0,62.5,62.5,75.75,14
12741,2017-11-25,Virginia Tech,96,Morehead State,63,109.5,77.0,64.66666666666667,80.0,33
12742,2017-11-25,Indiana State,85,Ball State,93,74.66666666666667,78.0,78.6,90.6,-8
12743,2017-11-25,Brown,94,LIU Brooklyn,86,100.0,82.0,76.0,82.2,8
12744,2017-11-25,Holy Cross,62,Albany,78,67.5,73.5,85.66666666666667,69.66666666666667,-16
12745,2017-11-25,Maryland-Eastern Shore,60,Tennessee Tech,90,73.66666666666667,74.0,85.66666666666667,85.33333333333333,-30
12746,2017-11-25,Colgate,77,Columbia,71,80.66666666666667,73.33333333333333,72.2,79.2,6
12747,2017-11-25,Yale,73,Vermont,79,88.66666666666667,58.333333333333336,71.8,68.2,-6
12748,2017-11-25,Campbell,72,Bowling Green,78,89.5,65.0,78.0,72.0,-6
12749,2017-11-25,Pittsburgh,80,Lehigh,68,69.8,74.2,65.5,84.0,12
12753,2017-11-25,Siena,85,Hofstra,76,69.0,81.0,76.0,85.0,9
12754,2017-11-25,Southeastern Louisiana,73,Mississippi Valley State,59,86.0,63.0,55.833333333333336,80.16666666666667,14
12755,2017-11-25,Bradley,62,Georgia Southern,57,66.8,55.0,62.0,66.0,5
12756,2017-11-25,BYU,68,Massachusetts,66,82.25,76.0,58.5,68.5,2
12757,2017-11-25,Gardner-Webb,64,Fairfield,75,92.0,75.33333333333333,74.33333333333333,87.33333333333333,-11
12758,2017-11-25,North Dakota,75,Utah Valley,83,78.0,67.33333333333333,78.66666666666667,81.66666666666667,-8
12759,2017-11-25,Texas Tech,103,Savannah State,69,85.0,54.75,84.0,105.0,34
12760,2017-11-25,Furman,78,Northeastern,67,77.33333333333333,66.0,62.6,72.2,11
12763,2017-11-25,Miami (FL),86,North Florida,65,88.33333333333333,59.666666666666664,73.4,92.2,21
12764,2017-11-25,NJIT,65,Drexel,53,81.5,64.0,75.0,78.33333333333333,12
12765,2017-11-25,Radford,69,James Madison,68,69.0,68.0,66.5,71.0,1
12767,2017-11-25,Denver,60,St Francis (BKN),50,73.33333333333333,64.0,68.75,76.25,10
12768,2017-11-25,Santa Clara,59,Sam Houston State,73,72.0,73.6,63.5,61.0,-14
12769,2017-11-25,American University,69,Virginia Military,64,69.0,64.0,64.0,82.66666666666667,5
12770,2017-11-25,Arkansas-Little Rock,64,Robert Morris,78,71.5,79.5,65.66666666666667,62.666666666666664,-14
12771,2017-11-25,Maryland,80,New Mexico,65,78.66666666666667,59.833333333333336,62.666666666666664,74.66666666666667,15
12772,2017-11-25,East Tennessee State,83,Purdue Fort Wayne,73,76.33333333333333,67.66666666666667,69.5,76.25,10
12774,2017-11-25,Creighton,103,SIU-Edwardsville,66,101.0,75.75,73.33333333333333,94.66666666666667,37
12775,2017-11-25,Kent State,60,Loyola (IL),75,81.4,67.0,81.0,64.66666666666667,-15
12776,2017-11-25,Wright State,68,Jacksonville,44,67.25,55.0,56.0,79.0,24
12777,2017-11-25,USC Upstate,88,Abilene Christian,78,81.0,71.25,77.33333333333333,83.66666666666667,10
12778,2017-11-25,Southern Miss,71,Youngstown State,64,80.0,59.666666666666664,73.25,91.5,7
12780,2017-11-25,Minnesota,89,Alabama,84,91.5,69.0,84.0,89.0,5
12781,2017-11-25,Memphis,76,Northern Kentucky,74,69.66666666666667,62.666666666666664,82.0,75.33333333333333,2
12782,2017-11-25,Richmond,76,Georgetown,82,69.0,83.5,82.0,76.0,-6
12785,2017-11-25,St Bonaventure,79,TCU,89,80.5,68.0,89.0,79.0,-10
12786,2017-11-25,Appalachian State,78,Davidson,62,96.4,65.8,65.0,79.5,16
12787,2017-11-25,Niagara,90,Texas-Arlington,95,93.0,84.5,86.66666666666667,80.66666666666667,-5
12788,2017-11-25,Florida Gulf Coast,70,Navy,54,82.33333333333333,70.66666666666667,58.25,74.0,16
12790,2017-11-25,Monmouth,96,Pennsylvania,101,96.0,101.0,84.25,83.75,-5
12791,2017-11-25,Kennesaw State,74,Tennessee State,77,75.5,65.5,66.5,83.0,-3
12793,2017-11-25,Dayton,73,Akron,60,74.25,69.25,60.0,73.0,13
12795,2017-11-25,Valparaiso,79,North Carolina-Wilmington,70,82.0,60.0,75.5,93.5,9
12796,2017-11-25,South Dakota,62,Northern Colorado,63,79.25,62.0,66.0,70.0,-1
12797,2017-11-25,Murray State,81,Southern Illinois,73,88.66666666666667,68.66666666666667,65.33333333333333,77.0,8
12798,2017-11-25,Texas Rio Grande Valley,76,Grambling State,82,84.0,78.0,70.8,85.2,-6
12799,2017-11-25,Iowa State,70,Western Illinois,45,67.0,61.0,57.0,68.5,25
12800,2017-11-25,Providence,86,Boston College,66,79.0,70.0,74.0,73.5,20
12801,2017-11-25,Houston,97,Incarnate Word,58,81.5,65.25,58.0,97.0,39
12802,2017-11-25,North Dakota State,94,Stetson,58,87.0,62.0,69.66666666666667,78.33333333333333,36
12803,2017-11-25,Illinois State,62,Charleston Southern,64,74.0,60.5,67.33333333333333,70.66666666666667,-2
12805,2017-11-25,Boise State,68,Loyola Marymount,48,86.0,61.5,73.0,80.0,20
12806,2017-11-25,Grand Canyon,62,San Diego,72,72.5,58.5,76.5,63.0,-10
12807,2017-11-25,New Mexico State,72,UTEP,63,78.66666666666667,65.0,67.5,74.0,9
12808,2017-11-25,Pacific,78,Texas State,85,72.0,76.25,71.0,71.5,-7
12809,2017-11-25,Idaho,75,Cal Poly,66,79.66666666666667,60.666666666666664,67.4,68.6,9
12810,2017-11-25,UNLV,101,Southern Utah,82,98.6,71.0,77.66666666666667,96.66666666666667,19
12811,2017-11-25,Canisius,81,Arkansas-Pine Bluff,58,92.5,71.0,58.0,74.42857142857143,23
12812,2017-11-26,San Diego State,86,Washington State,93,85.8,65.6,93.0,86.0,-7
12813,2017-11-26,Navy,79,Denver,71,86.25,63.5,68.0,82.33333333333333,8
12814,2017-11-26,Georgia State,70,Tulane,59,69.0,54.5,61.0,62.5,11
12816,2017-11-26,Southern Miss,63,Northern Colorado,77,75.75,64.0,68.75,68.25,-14
12817,2017-11-26,Oregon,80,Oklahoma,90,87.28571428571429,69.71428571428571,90.0,80.0,-10
12818,2017-11-26,Gonzaga,76,Texas,71,88.8,66.8,71.0,76.0,5
12819,2017-11-26,Jacksonville,106,Gardner-Webb,99,92.0,85.75,71.25,89.25,7
12820,2017-11-26,Bowling Green,83,Abilene Christian,88,87.4,87.2,80.0,83.5,-5
12821,2017-11-26,Fordham,70,Manhattan,57,65.0,60.75,63.333333333333336,69.66666666666667,13
12822,2017-11-26,Stony Brook,76,Bucknell,85,76.5,74.5,79.25,87.5,-9
12826,2017-11-26,Quinnipiac,72,Maine,78,73.5,79.5,63.333333333333336,74.66666666666667,-6
12827,2017-11-26,Massachusetts-Lowell,83,Loyola (MD),75,86.6,71.0,63.5,73.5,8
12828,2017-11-26,Hartford,50,Wagner,72,74.4,76.6,62.333333333333336,66.0,-22
12829,2017-11-26,Fairleigh Dickinson,76,Princeton,83,92.0,65.75,72.0,77.33333333333333,-7
12830,2017-11-26,Nebraska,85,Long Beach State,80,78.8,70.6,76.0,81.0,5
12832,2017-11-26,Samford,83,Mississippi Valley State,70,80.33333333333333,71.66666666666667,57.857142857142854,80.57142857142857,13
12833,2017-11-26,Fresno State,80,Montana State,67,80.5,66.0,72.0,75.6,13
12834,2017-11-26,Oklahoma State,101,Houston Baptist,74,81.6,61.2,78.33333333333333,97.66666666666667,27
12835,2017-11-26,Austin Peay,86,Miami (OH),61,91.0,62.75,58.333333333333336,73.33333333333333,25
12838,2017-11-26,South Dakota,81,Youngstown State,53,79.6,60.2,69.2,89.4,28
12839,2017-11-26,Drake,79,Chicago State,67,87.75,73.75,61.0,90.14285714285714,12
12841,2017-11-26,Southeast Missouri State,70,North Carolina Central,77,75.33333333333333,74.66666666666667,66.83333333333333,75.83333333333333,-7
12842,2017-11-26,Mississippi State,59,Jacksonville State,56,78.2,63.0,77.8,69.4,3
12843,2017-11-26,Connecticut,67,Arkansas,102,70.25,77.25,97.0,75.0,-35
12844,2017-11-26,Wright State,57,Fairfield,56,65.2,55.2,69.75,79.75,1
12845,2017-11-26,Ohio State,66,Butler,67,77.5,64.5,60.0,68.66666666666667,-1
12846,2017-11-26,Arkansas-Little Rock,70,Norfolk State,55,71.0,71.33333333333333,57.5,75.25,15
12848,2017-11-26,Campbell,93,USC Upstate,74,90.2,66.8,72.5,85.5,19
12849,2017-11-26,Colorado,81,Air Force,69,77.0,64.2,69.0,81.0,12
12851,2017-11-26,Michigan,87,UC Riverside,42,79.33333333333333,57.333333333333336,60.0,76.33333333333333,45
12853,2017-11-26,South Florida,47,Eastern Michigan,65,61.75,60.25,66.0,67.0,-18
12855,2017-11-26,South Alabama,55,New Orleans,52,67.66666666666667,60.666666666666664,58.25,70.5,3
12856,2017-11-26,UNC Asheville,85,Wofford,65,79.66666666666667,58.666666666666664,62.0,81.0,20
12858,2017-11-26,Tennessee-Martin,55,UMKC,65,64.5,61.0,64.5,74.16666666666667,-10
12861,2017-11-26,La Salle,87,Temple,83,67.2,67.0,75.0,73.5,4
12862,2017-11-26,Kentucky,107,Illinois-Chicago,73,82.8,66.4,73.0,107.0,34
12863,2017-11-26,UCLA,87,UC Irvine,63,90.25,75.5,65.4,78.2,24
12864,2017-11-26,Bryant University,67,Brown,81,69.0,80.0,74.5,73.25,-14
12865,2017-11-26,Pacific,80,Canisius,58,73.6,72.6,66.4,75.0,22
12867,2017-11-26,Florida Gulf Coast,75,St Francis (BKN),51,80.5,65.75,65.2,76.0,24
12868,2017-11-26,DePaul,82,Portland,69,68.0,67.75,70.0,87.5,13
12869,2017-11-26,Marist,46,Oregon State,65,64.0,81.75,65.0,46.0,-19
12870,2017-11-26,Winthrop,86,South Carolina State,61,90.5,64.0,57.0,88.8,25
12871,2017-11-26,Washington,77,UC Davis,70,80.0,80.83333333333333,68.2,64.2,7
12872,2017-11-26,Michigan State,63,North Carolina,45,79.0,68.0,82.5,70.25,18
12874,2017-11-26,Cal State Fullerton,70,Harvard,61,68.0,53.333333333333336,69.0,71.75,9
12875,2017-11-26,Stanford,78,Portland State,87,75.85714285714286,82.28571428571429,82.75,82.5,-9
12876,2017-11-26,West Virginia,83,Missouri,79,93.2,59.6,80.75,75.0,4
12878,2017-11-26,Florida,84,Duke,87,97.8,79.4,86.66666666666667,81.0,-3
12882,2017-11-27,Liberty,75,Howard,55,76.5,52.5,67.42857142857143,84.85714285714286,20
12883,2017-11-27,Cincinnati,83,Alabama State,51,84.66666666666667,54.0,57.666666666666664,91.0,32
12884,2017-11-27,Delaware,66,Yale,76,78.0,70.25,74.4,80.0,-10
12885,2017-11-27,Syracuse,72,Maryland,70,73.8,62.6,70.0,72.0,2
12886,2017-11-27,Duquesne,71,Cornell,78,71.75,68.75,72.33333333333333,80.33333333333333,-7
12888,2017-11-27,Niagara,77,Army,71,87.66666666666667,80.0,82.5,75.0,6
12889,2017-11-27,Florida International,61,South Carolina,78,71.8,71.4,79.0,61.0,-17
12890,2017-11-27,Monmouth,81,Albany,73,88.5,87.0,82.5,72.5,8
12891,2017-11-27,Old Dominion,83,Maryland-Eastern Shore,44,67.33333333333333,47.333333333333336,48.0,89.5,39
12893,2017-11-27,Belmont,66,Lipscomb,74,79.5,74.75,67.5,74.75,-8
12894,2017-11-27,North Texas,82,Grambling State,77,88.6,73.8,71.83333333333333,84.66666666666667,5
12896,2017-11-27,Oral Roberts,86,Oakland,93,86.0,82.5,69.0,87.25,-7
12897,2017-11-27,Marquette,86,Eastern Illinois,83,79.0,76.0,67.0,77.0,3
12899,2017-11-27,Central Arkansas,82,Morehead State,78,94.33333333333333,68.33333333333333,68.0,80.5,4
12900,2017-11-27,Troy,95,Delaware State,64,93.66666666666667,72.66666666666667,60.8,87.4,31
12901,2017-11-27,Green Bay,71,Stetson,83,75.33333333333333,53.333333333333336,73.0,76.5,-12
12902,2017-11-27,Virginia,49,Wisconsin,37,68.75,46.75,53.5,60.5,12
12903,2017-11-27,UTEP,52,Lamar,66,54.666666666666664,68.0,70.0,59.5,-14
12904,2017-11-27,Seattle,73,Idaho State,67,97.0,68.5,64.25,78.0,6
12906,2017-11-28,Xavier,76,Baylor,63,91.0,66.0,66.5,70.5,13
12907,2017-11-28,Rhode Island,86,Brown,62,78.25,64.5,72.0,75.8,24
12909,2017-11-28,NJIT,73,LIU Brooklyn,69,79.8,65.0,74.83333333333333,80.66666666666667,4
12910,2017-11-28,Georgia Tech,52,Northwestern,51,63.6,58.6,51.0,52.0,1
12911,2017-11-28,Purdue Fort Wayne,91,Detroit Mercy,82,96.66666666666667,70.66666666666667,87.25,95.25,9
12912,2017-11-28,Pittsburgh,71,High Point,63,70.0,72.33333333333333,61.0,75.0,8
12913,2017-11-28,Dartmouth,64,Loyola (MD),63,71.66666666666667,65.66666666666667,63.333333333333336,70.33333333333333,1
12914,2017-11-28,Charlotte,70,Davidson,85,82.2,76.6,71.66666666666667,76.33333333333333,-15
12916,2017-11-28,Ohio,88,Iona,93,83.4,79.6,75.5,75.0,-5
12917,2017-11-28,Rutgers,73,Florida State,78,73.71428571428571,51.57142857142857,78.0,73.0,-5
12918,2017-11-28,Presbyterian,74,UNC Greensboro,72,80.0,77.0,65.0,71.66666666666667,2
12919,2017-11-28,Virginia Commonwealth,85,Appalachian State,72,84.8,78.4,79.33333333333333,92.0,13
12920,2017-11-28,Akron,75,Chattanooga,70,72.66666666666667,62.0,60.666666666666664,79.33333333333333,5
12922,2017-11-28,Charleston Southern,68,Virginia Military,76,91.0,56.666666666666664,67.0,79.0,-8
12925,2017-11-28,Ole Miss,97,South Dakota State,99,84.5,77.0,80.5,88.0,-2
12927,2017-11-28,Louisiana-Lafayette,89,McNeese State,78,105.66666666666667,72.66666666666667,67.25,86.25,11
12929,2017-11-28,Saint Louis,51,Western Michigan,65,68.0,64.5,62.5,64.5,-14
12930,2017-11-28,SMU,95,Texas Rio Grande Valley,64,76.57142857142857,55.857142857142854,69.4,77.2,31
12931,2017-11-28,Louisiana-Monroe,65,Jackson State,52,79.0,62.25,55.2,73.0,13
12932,2017-11-28,Purdue,66,Louisville,57,97.0,59.25,57.0,66.0,9
12933,2017-11-28,Wichita State,112,Savannah State,66,95.5,63.0,79.5,106.75,46
12934,2017-11-28,Vanderbilt,74,Radford,62,71.4,70.6,70.25,74.75,12
12935,2017-11-28,Valparaiso,72,Utah State,65,80.33333333333333,60.833333333333336,70.0,78.0,7
12936,2017-11-28,Missouri State,77,Colorado State,67,71.5,61.75,67.25,84.0,10
12937,2017-11-28,Tulsa,100,UTSA,96,82.5,79.5,88.33333333333333,85.0,4
12939,2017-11-28,Kansas,96,Toledo,58,94.5,61.5,66.33333333333333,82.66666666666667,38
12941,2017-11-28,Western Illinois,90,IUPUI,77,85.0,66.33333333333333,69.66666666666667,79.33333333333333,13
12942,2017-11-28,Georgetown,76,Maine,55,83.5,59.25,61.25,75.0,21
12943,2017-11-28,Stephen F Austin,54,North Dakota State,50,86.2,62.2,59.5,67.0,4
12944,2017-11-28,Virginia Tech,79,Iowa,55,103.4,72.6,74.0,81.33333333333333,24
12945,2017-11-28,Wake Forest,80,Illinois,73,74.33333333333333,72.83333333333333,73.0,80.0,7
12946,2017-11-28,Washington,85,Kennesaw State,71,80.71428571428571,79.42857142857143,68.75,85.0,14
12947,2017-11-28,Boise State,87,Loyola (IL),53,86.2,59.8,74.0,70.25,34
12948,2017-11-28,San Francisco,72,UC Santa Barbara,79,73.0,67.2,74.5,77.5,-7
12950,2017-11-28,California,83,Cal State Northridge,63,77.33333333333333,76.5,67.0,81.0,20
12952,2017-11-29,Bowling Green,85,San Jose State,79,87.0,85.83333333333333,74.0,83.0,6
12953,2017-11-29,St Francis (PA),100,American University,89,98.0,71.5,68.4,84.4,11
12960,2017-11-29,Fordham,77,East Tennessee State,82,67.4,65.0,73.0,72.0,-5
12961,2017-11-29,Massachusetts-Lowell,80,Sacred Heart,87,85.5,73.66666666666667,62.75,76.0,-7
12962,2017-11-29,Siena,55,St Bonaventure,75,64.33333333333333,79.0,69.0,58.0,-20
12963,2017-11-29,UNC Asheville,82,USC Upstate,70,80.25,61.5,72.0,84.8,12
12964,2017-11-29,Tennessee,84,Mercer,60,82.0,62.666666666666664,70.0,71.6,24
12965,2017-11-29,Dayton,60,Auburn,73,71.4,70.0,79.75,72.5,-13
12967,2017-11-29,Niagara,87,Buffalo,106,87.5,86.5,86.5,80.0,-19
12969,2017-11-29,Tennessee Tech,86,Lipscomb,80,89.75,70.25,70.0,77.0,6
12970,2017-11-29,Cleveland State,75,Arkansas State,72,76.0,67.33333333333333,65.0,77.4,3
12971,2017-11-29,Youngstown State,74,Robert Morris,81,99.66666666666667,70.0,69.5,65.5,-7
12972,2017-11-29,Indiana State,74,Air Force,64,74.5,74.5,66.5,77.5,10
12973,2017-11-29,North Florida,84,Eastern Michigan,81,88.66666666666667,80.66666666666667,71.0,72.66666666666667,3
12974,2017-11-29,James Madison,72,George Mason,76,77.0,84.2,68.5,72.0,-4
12975,2017-11-29,Quinnipiac,68,Massachusetts,66,72.4,76.8,61.0,68.33333333333333,2
12976,2017-11-29,Albany,75,Colgate,69,81.5,71.25,74.0,79.0,6
12977,2017-11-29,Drexel,68,Lafayette,67,74.0,75.33333333333333,62.5,82.0,1
12978,2017-11-29,Connecticut,77,Columbia,73,71.6,76.4,72.33333333333333,78.83333333333333,4
12979,2017-11-29,Furman,74,Winthrop,93,76.5,72.75,84.66666666666667,91.0,-19
12980,2017-11-29,Providence,88,Rider,84,80.8,72.8,79.0,84.0,4
12981,2017-11-29,New Hampshire,69,Boston University,70,69.5,72.0,71.33333333333333,74.33333333333333,-1
12982,2017-11-29,George Washington,73,Morgan State,66,70.2,69.6,61.0,75.2,7
12983,2017-11-29,Villanova,90,Pennsylvania,62,93.4,66.4,79.8,85.0,28
12984,2017-11-29,Richmond,65,Vermont,71,68.2,81.0,71.66666666666667,67.66666666666667,-6
12985,2017-11-29,Coastal Carolina,81,Wofford,87,72.66666666666667,67.0,68.25,81.0,-6
12986,2017-11-29,Ohio State,65,Clemson,79,75.0,67.4,79.33333333333333,66.66666666666667,-14
12987,2017-11-29,North Carolina State,85,Penn State,78,84.85714285714286,70.28571428571429,83.33333333333333,79.0,7
12988,2017-11-29,North Carolina,86,Michigan,71,89.5,76.0,73.0,81.5,15
12990,2017-11-29,Arkansas-Little Rock,71,Central Arkansas,65,71.0,69.75,75.4,88.0,6
12991,2017-11-29,Oklahoma State,79,Austin Peay,63,81.16666666666667,61.5,55.333333333333336,81.66666666666667,16
12992,2017-11-29,Princeton,76,Lehigh,85,64.0,65.33333333333333,72.0,81.33333333333333,-9
12993,2017-11-29,Yale,84,Bryant University,67,87.5,60.5,65.0,82.8,17
12994,2017-11-29,Kansas State,77,Oral Roberts,68,75.0,55.0,62.5,82.16666666666667,9
12995,2017-11-29,Houston,75,New Orleans,66,80.2,65.4,59.8,71.4,9
12996,2017-11-29,Alabama,77,Louisiana Tech,74,82.83333333333333,68.33333333333333,71.33333333333333,67.33333333333333,3
12997,2017-11-29,LSU,84,Tennessee-Martin,60,83.66666666666667,77.66666666666667,70.0,81.6,24
12998,2017-11-29,Tulane,81,Alcorn State,65,82.5,60.75,63.0,90.33333333333333,16
12999,2017-11-29,Southern Illinois,86,SIU-Edwardsville,59,77.5,61.5,69.75,92.5,27
13001,2017-11-29,Western Kentucky,83,Eastern Kentucky,51,80.16666666666667,69.0,65.33333333333333,82.66666666666667,32
13002,2017-11-29,Texas-Arlington,69,Rice,49,79.0,61.75,66.5,77.0,20
13003,2017-11-29,Delaware State,64,Binghamton,85,67.66666666666667,63.333333333333336,71.4,71.6,-21
13004,2017-11-29,Norfolk State,70,Kent State,79,75.0,81.0,73.0,73.5,-9
13006,2017-11-29,Troy,87,Illinois-Chicago,66,92.0,71.0,69.5,97.0,21
13007,2017-11-29,Nebraska-Omaha,75,Drake,73,75.0,73.0,75.0,74.5,2
13008,2017-11-29,Northern Iowa,77,UNLV,68,68.42857142857143,54.57142857142857,76.5,67.5,9
13010,2017-11-29,Arizona,91,Long Beach State,56,87.25,70.5,72.66666666666667,82.66666666666667,35
13011,2017-11-29,South Alabama,69,Southern Miss,58,68.0,60.0,58.666666666666664,71.33333333333333,11
13013,2017-11-29,New Mexico,78,Evansville,59,92.33333333333333,78.0,59.0,67.5,19
13014,2017-11-29,Denver,88,Wyoming,78,77.0,67.5,68.66666666666667,77.33333333333333,10
13015,2017-11-29,Utah Valley,58,BYU,85,78.33333333333333,69.33333333333333,69.66666666666667,61.666666666666664,-27
13016,2017-11-29,TCU,87,Belmont,76,85.66666666666667,69.33333333333333,73.0,75.5,11
13017,2017-11-29,Marquette,95,Chicago State,69,83.0,74.25,62.0,90.75,26
13018,2017-11-29,Gonzaga,103,Incarnate Word,68,91.16666666666667,67.0,63.0,100.0,35
13019,2017-11-29,Minnesota,81,Miami (FL),86,90.0,71.42857142857143,71.5,63.5,-5
13020,2017-11-29,Nebraska,71,Boston College,62,77.5,69.16666666666667,70.0,72.66666666666667,9
13021,2017-11-29,Northern Illinois,62,Milwaukee,75,78.66666666666667,69.0,66.0,63.0,-13
13022,2017-11-29,Indiana,81,Duke,91,80.0,74.66666666666667,87.75,81.0,-10
13023,2017-11-29,UCLA,75,Cal State Bakersfield,66,87.2,73.6,64.4,71.0,9
13024,2017-11-29,Pepperdine,82,Southern Utah,88,87.0,84.4,80.25,93.0,-6
13025,2017-11-29,UC Davis,56,Northern Colorado,51,56.0,51.0,65.2,65.8,5
13026,2017-11-29,Nevada,98,Illinois State,68,89.0,72.33333333333333,74.4,82.2,30
13028,2017-11-29,Stanford,70,Montana,54,75.125,78.75,66.75,74.5,16
13030,2017-11-30,Texas Tech,79,Seton Hall,89,83.8,61.6,89.0,79.0,-10
13032,2017-11-30,Michigan State,81,Notre Dame,63,79.5,66.75,77.5,62.0,18
13033,2017-11-30,West Virginia,102,NJIT,69,94.66666666666667,61.166666666666664,61.0,92.0,33
13036,2017-11-30,LIU Brooklyn,79,Hartford,78,79.0,78.0,66.33333333333333,75.33333333333333,1
13037,2017-11-30,Mississippi State,83,North Dakota State,59,79.0,62.333333333333336,59.4,70.2,24
13038,2017-11-30,Stetson,78,Campbell,85,78.25,73.25,84.5,83.0,-7
13039,2017-11-30,Elon,79,South Florida,78,84.0,66.75,68.66666666666667,73.66666666666667,1
13040,2017-11-30,Oakland,97,Texas Southern,87,89.66666666666667,75.33333333333333,74.14285714285714,91.42857142857143,10
13042,2017-11-30,Northeastern,77,Harvard,61,80.0,55.0,67.4,72.8,16
13044,2017-11-30,Charleston,69,Western Carolina,60,68.33333333333333,64.33333333333333,62.166666666666664,87.0,9
13045,2017-11-30,Jacksonville,66,Bethune-Cookman,77,86.8,84.0,72.75,78.25,-11
13048,2017-11-30,Oklahoma,82,North Texas,72,91.5,76.0,62.666666666666664,77.0,10
13049,2017-11-30,Jacksonville State,77,Alabama State,69,77.0,69.0,59.285714285714285,89.0,8
13050,2017-11-30,East Carolina,93,North Carolina-Wilmington,88,76.0,74.33333333333333,79.66666666666667,93.33333333333333,5
13051,2017-11-30,UAB,71,Memphis,56,80.28571428571429,62.57142857142857,63.0,76.5,15
13052,2017-11-30,UMKC,63,South Dakota,82,76.33333333333333,69.0,80.33333333333333,72.66666666666667,-19
13053,2017-11-30,South Carolina,60,Temple,76,67.66666666666667,68.33333333333333,75.33333333333333,69.0,-16
13054,2017-11-30,UCF,59,Missouri,62,66.6,63.2,77.0,71.8,-3
13056,2017-11-30,UTEP,60,New Mexico State,80,56.0,71.0,77.0,76.0,-20
13057,2017-11-30,Santa Clara,89,Northern Arizona,57,74.83333333333333,70.83333333333333,62.0,85.75,32
13058,2017-11-30,Fresno State,83,Weber State,71,81.0,67.0,71.0,83.0,12
13059,2017-11-30,UC Riverside,55,Pacific,57,70.66666666666667,69.33333333333333,73.33333333333333,71.66666666666667,-2
13060,2017-11-30,Seattle,66,Kennesaw State,54,86.66666666666667,63.666666666666664,65.8,81.2,12
13061,2017-11-30,San Diego,57,San Diego State,66,64.75,58.25,74.33333333333333,66.33333333333333,-9
13062,2017-12-01,Manhattan,70,Holy Cross,54,71.5,69.0,66.25,77.25,16
13063,2017-12-01,Towson,67,La Salle,60,78.5,58.666666666666664,69.66666666666667,73.33333333333333,7
